Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
57.179768085479736	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.5988805e-11	-6.5988805e-11	-0.72464144	0.30088034	6.7923613	1.8100436	-1.4038775	30049	30049
116.20748209953308	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.625561e-11	-4.625561e-11	-0.7514599	0.27352834	7.1279173	1.6953202	-1.4642516	30049	60098
173.353178024292	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.579558e-11	-5.579558e-11	-0.7087096	0.30561548	7.180665	2.2036598	-1.4267762	30049	90147
230.55448293685913	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.4048081e-10	-1.4048081e-10	-0.7169386	0.33596182	6.751445	1.8130585	-1.3920832	30049	120196
288.58185601234436	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.0361492e-11	-4.0361492e-11	-0.7364207	0.28620878	7.1725464	1.708949	-1.4536754	30049	150245
346.26382398605347	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-9.550012e-11	-9.550012e-11	-0.71544254	0.28284398	7.0606995	1.800612	-1.4215124	30049	180294
403.56562399864197	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2894603e-10	-1.2894603e-10	-0.7499129	0.2679295	7.2379885	1.7605588	-1.4737117	30049	210343
460.7592508792877	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-8.033803e-11	-8.033803e-11	-0.69951	0.2966081	7.039282	1.8350997	-1.4034382	30049	240392
515.9258749485016	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.532759e-11	-4.532759e-11	-0.7105082	0.31125146	6.8284583	1.894337	-1.393354	30049	270441
572.8953421115875	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-9.236484e-11	-9.236484e-11	-0.8222647	0.28894797	6.951579	1.8913035	-1.5174226	30049	300490
630.6520879268646	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.659436e-10	-1.659436e-10	-0.7340605	0.3028524	6.6525345	1.6487224	-1.399314	30049	330539
