Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
8.27003288269043	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.020811953	-0.020811953	-0.6757293	0.26946375	0.06970194	0.07316361	-0.7454313	1008	1008
14.718656063079834	1	-0.40773287	0.08699573	-0.22794248	-0.6927353	21.0	0.0	-0.019415852	-0.019415852	-0.019800277	-0.019800277	-0.74040437	0.3110769	0.06777494	0.086212516	-0.80817926	1008	2016
17.69699788093567	2	-0.42767128	0.09756125	-0.18851307	-0.69338506	21.0	0.0	-0.020365296	-0.020365296	-0.020718154	-0.020718154	-0.75546443	0.32637364	0.08829264	0.103999965	-0.84375703	1008	3024
20.578763008117676	3	-0.4281057	0.082149826	-0.24247362	-0.6339278	21.0	0.0	-0.020385986	-0.020385986	-0.020859923	-0.020859923	-0.75932324	0.2862906	0.13348426	0.14291239	-0.8928074	1008	4032
23.293829917907715	4	-0.425866	0.08519527	-0.2645706	-0.6248643	21.0	0.0	-0.020279335	-0.020279335	-0.020765861	-0.020765861	-0.7449099	0.29819182	0.12265964	0.13646136	-0.86756945	1008	5040
26.081772089004517	5	-0.39897117	0.06621692	-0.28865862	-0.5654644	21.0	0.0	-0.018998627	-0.018998627	-0.01957747	-0.01957747	-0.7301916	0.33153707	0.16808107	0.16602904	-0.89827263	1008	6048
28.75905203819275	6	-0.41789293	0.10200025	-0.17680687	-0.6606832	21.0	0.0	-0.019899663	-0.019899663	-0.020559918	-0.020559918	-0.7638555	0.31392607	0.19643489	0.22369148	-0.9602903	1008	7056
31.509437084197998	7	-0.4074243	0.095615715	-0.19168375	-0.6435182	21.0	0.0	-0.019401157	-0.019401157	-0.020011019	-0.020011019	-0.76884806	0.3233857	0.22873235	0.25317836	-0.99758047	1008	8064
34.110828161239624	8	-0.42968595	0.11632638	-0.2541884	-0.76194733	21.0	0.0	-0.020461235	-0.020461235	-0.021182718	-0.021182718	-0.73650306	0.29970738	0.24888971	0.23298937	-0.9853928	1008	9072
36.67064094543457	9	-0.44797674	0.1019512	-0.21184434	-0.7279095	21.0	0.0	-0.021332227	-0.021332227	-0.022206161	-0.022206161	-0.7645586	0.3242967	0.34599668	0.30986503	-1.1105552	1008	10080
39.37597703933716	10	-0.42726788	0.10214923	-0.27458626	-0.74974287	21.0	0.0	-0.020346088	-0.020346088	-0.021221876	-0.021221876	-0.79744005	0.37249202	0.39355898	0.39624617	-1.190999	1008	11088
41.97051692008972	11	-0.4424388	0.09677928	-0.2948786	-0.6681533	21.0	0.0	-0.021068515	-0.021068515	-0.021953575	-0.021953575	-0.744383	0.32641655	0.36234015	0.3620159	-1.1067231	1008	12096
44.76081109046936	12	-0.43756795	0.102138996	-0.26963332	-0.7664312	21.0	0.0	-0.02083657	-0.02083657	-0.021861084	-0.021861084	-0.74795544	0.32276747	0.4185564	0.3638762	-1.1665118	1008	13104
47.25324010848999	13	-0.509448	0.10509075	-0.2940941	-0.7711814	21.0	0.0	-0.024259428	-0.024259428	-0.025237022	-0.025237022	-0.78425187	0.3436194	0.6004328	0.48100254	-1.3846848	1008	14112
49.629647970199585	14	-0.48452887	0.11470237	-0.31899732	-0.7544813	21.0	0.0	-0.023072803	-0.023072803	-0.024058115	-0.024058115	-0.7257471	0.3501735	0.44840205	0.33489975	-1.174149	1008	15120
52.29123401641846	15	-0.5126793	0.11271758	-0.2744618	-0.74790335	21.0	0.0	-0.0244133	-0.0244133	-0.025480274	-0.025480274	-0.75175864	0.35121092	0.6000302	0.48139018	-1.3517888	1008	16128
54.753283977508545	16	-0.5659065	0.11714596	-0.2931649	-0.85154694	21.0	0.0	-0.02694793	-0.02694793	-0.02806563	-0.02806563	-0.7631723	0.36178303	0.73166764	0.60676676	-1.4948399	1008	17136
57.341875076293945	17	-0.58085173	0.1261115	-0.32493588	-0.8437578	21.0	0.0	-0.027659608	-0.027659608	-0.028767504	-0.028767504	-0.73802114	0.33804622	0.6105945	0.53863555	-1.3486156	1008	18144
59.708263874053955	18	-0.64673465	0.109014936	-0.48005712	-0.91924614	21.0	0.0	-0.030796885	-0.030796885	-0.032004148	-0.032004148	-0.745816	0.35027376	0.7355719	0.5770847	-1.4813879	1008	19152
62.08951783180237	19	0.22669648	5.677504	39.134705	-1.0356851	21.0	0.0	0.010795065	0.010795065	0.009686136	0.009686136	-0.73042023	0.33541328	0.52400196	0.4972229	-1.2544222	1008	20160
64.67325901985168	20	-0.6040646	0.11856815	-0.25881392	-0.82452	21.0	0.0	-0.028764982	-0.028764982	-0.029989367	-0.029989367	-0.7262369	0.33875296	0.79678714	0.5788978	-1.5230242	1008	21168
67.13733696937561	21	-0.6664987	0.13494782	-0.343637	-0.89613205	21.0	0.0	-0.031738035	-0.031738035	-0.032956183	-0.032956183	-0.7623896	0.3890663	0.8741244	0.58294135	-1.636514	1008	22176
69.74297904968262	22	-0.6535252	0.15096922	-0.28694525	-0.98920757	21.0	0.0	-0.03112025	-0.03112025	-0.032349348	-0.032349348	-0.78939086	0.37018305	0.7963533	0.6051476	-1.5857441	1008	23184
72.27482795715332	23	-0.46386528	1.4192148	9.227038	-1.067697	21.0	0.0	-0.022088822	-0.022088822	-0.023341844	-0.023341844	-0.7888255	0.35650972	0.8663465	0.6146459	-1.655172	1008	24192
74.80642199516296	24	0.8059991	7.0556617	39.279324	-0.96263874	21.0	0.0	0.038380917	0.038380917	0.037130073	0.037130073	-0.7462107	0.35794932	0.78173214	0.58889246	-1.5279429	1008	25200
77.33934688568115	25	-0.23775475	1.9652362	9.324033	-0.9724081	21.0	0.0	-0.011321656	-0.011321656	-0.012507724	-0.012507724	-0.75811213	0.33588386	0.689227	0.55323267	-1.447339	1008	26208
