Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
57.26158380508423	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.3404998e-10	-1.3404998e-10	-0.72902477	0.36142483	8.885853	2.3843946	-1.6176099	30049	30049
116.31852507591248	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-9.700283e-11	-9.700283e-11	-0.73861504	0.37461582	8.963259	2.6216705	-1.6349409	30049	60098
173.28190803527832	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-9.431512e-11	-9.431512e-11	-0.7615628	0.37955317	9.213066	2.4278808	-1.6828696	30049	90147
230.5184450149536	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.2330281e-10	-1.2330281e-10	-0.7624974	0.36502668	9.288954	2.3656182	-1.6913928	30049	120196
288.3630721569061	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.286042e-12	-4.286042e-12	-0.7942749	0.3939505	9.177526	2.3028286	-1.7120275	30049	150245
345.9149577617645	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-7.666287e-11	-7.666287e-11	-0.7341474	0.36984515	8.841318	1.9151493	-1.6182795	30049	180294
403.2972249984741	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.537263e-13	-5.537263e-13	-0.76795775	0.41751683	8.88452	2.115115	-1.6564097	30049	210343
460.3706109523773	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.8333834e-11	-2.8333834e-11	-0.7334699	0.3673531	8.968469	1.9815809	-1.6303167	30049	240392
515.3659238815308	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.054132e-12	4.054132e-12	-0.7394829	0.4018918	8.678815	2.2017186	-1.6073644	30049	270441
572.6948900222778	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	7.418436e-13	7.418436e-13	-0.7518874	0.43233165	8.64407	2.6661427	-1.6162944	30049	300490
630.1250669956207	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.4244112e-11	4.4244112e-11	-0.8031811	0.41435206	8.646096	2.2807872	-1.6677909	30049	330539
688.5578169822693	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.940635e-11	8.940635e-11	-0.71810037	0.37791777	8.734212	2.5399365	-1.5915216	30049	360588
745.9971749782562	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.0850268e-10	1.0850268e-10	-0.76938266	0.38222054	8.167733	2.3253937	-1.586156	30049	390637
803.6167109012604	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	9.265046e-11	9.265046e-11	-0.78738034	0.4020143	8.497464	2.169766	-1.6371268	30049	420686
868.9989340305328	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.0517592e-10	1.0517592e-10	-0.80632627	0.39269945	8.942623	2.3063598	-1.7005887	30049	450735
926.1545429229736	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.09933465e-10	1.09933465e-10	-0.7068351	0.4021497	8.442054	2.3006535	-1.5510404	30049	480784
983.4619579315186	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	1.0850014e-10	1.0850014e-10	-0.8221062	0.4479454	8.650353	1.9743263	-1.6871417	30049	510833
1041.306893825531	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.278154e-11	3.278154e-11	-0.7524612	0.42466202	8.86249	2.222013	-1.6387101	30049	540882
1099.0182600021362	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8521481e-11	-1.8521481e-11	-0.71939564	0.3670986	8.989792	2.163594	-1.6183748	30049	570931
1156.5161399841309	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.8614317e-11	3.8614317e-11	-0.72578704	0.36440882	8.586248	2.373699	-1.5844119	30049	600980
1212.9119639396667	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.806714e-11	-1.806714e-11	-0.8209192	0.45033625	8.795423	2.083698	-1.7004616	30049	631029
1263.965530872345	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.7758703e-11	4.7758703e-11	-0.7506813	0.38823056	8.857824	2.2066994	-1.6364636	30049	661078
1314.414227962494	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.9827684e-11	-4.9827684e-11	-0.75752187	0.38121352	9.035946	2.0901418	-1.6611164	30049	691127
1369.2589468955994	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-9.80261e-11	-9.80261e-11	-0.80989623	0.36996597	8.834464	2.1031356	-1.6933428	30049	721176
1430.9430470466614	24	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.7121292e-10	-1.7121292e-10	-0.81666166	0.42791924	8.592856	2.2704868	-1.6759474	30049	751225
1481.6072239875793	25	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8469103e-10	-1.8469103e-10	-0.71027875	0.36979327	8.553202	2.0805125	-1.5655988	30049	781274
1532.2694730758667	26	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.4237584e-10	-2.4237584e-10	-0.8181899	0.4353664	8.574113	2.2586372	-1.6756012	30049	811323
1583.3655030727386	27	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.1984935e-10	-2.1984935e-10	-0.7727858	0.37571055	9.079353	2.1252565	-1.680721	30049	841372
1634.3385190963745	28	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.1699868e-10	-2.1699868e-10	-0.76311266	0.4130762	8.831369	2.1274729	-1.6462497	30049	871421
1688.4488031864166	29	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1353947e-10	-1.1353947e-10	-0.81824094	0.41253558	8.853725	2.385152	-1.7036135	30049	901470
1739.2783839702606	30	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.3186925e-10	-1.3186925e-10	-0.8455957	0.419858	8.805581	2.2430751	-1.7261539	30049	931519
