Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
4.526007890701294	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.01710011493429856	-0.01710011493429856	1008	1008
6.0946807861328125	1	-0.40490153	0.082601316	-0.29367483	-0.6579628	21.0	0.0	-0.019281026	-0.019281026	-0.017547198761641025	-0.017547198761641025	1008	2016
7.197942018508911	2	-0.41991004	0.0704771	-0.2992227	-0.5419998	21.0	0.0	-0.019995715	-0.019995715	-0.017942589201908023	-0.017942589201908023	1008	3024
8.319055795669556	3	-0.43909565	0.088907294	-0.29659128	-0.65119594	21.0	0.0	-0.020909319	-0.020909319	-0.01938716918206777	-0.01938716918206777	1008	4032
9.384431838989258	4	-0.4135209	0.08540562	-0.26231602	-0.6363588	21.0	0.0	-0.01969147	-0.01969147	-0.018013451463841198	-0.018013451463841198	1008	5040
10.460834741592407	5	-0.41215396	0.09411423	-0.26291564	-0.6116602	21.0	0.0	-0.019626379	-0.019626379	-0.018172188991146473	-0.018172188991146473	1008	6048
11.720634937286377	6	-0.4027919	0.07904473	-0.22811683	-0.57483447	21.0	0.0	-0.019180564	-0.019180564	-0.017690290689912038	-0.017690290689912038	1008	7056
12.793462991714478	7	-0.40987054	0.10309459	-0.1628928	-0.7424181	21.0	0.0	-0.019517645	-0.019517645	-0.01805901795895627	-0.01805901795895627	1008	8064
13.829340934753418	8	-0.42195985	0.107599646	-0.22296117	-0.7038708	21.0	0.0	-0.020093327	-0.020093327	-0.018335559550274837	-0.018335559550274837	1008	9072
14.88576889038086	9	-0.45136252	0.096521266	-0.25161704	-0.6979876	21.0	0.0	-0.021493454	-0.021493454	-0.019657713186039903	-0.019657713186039903	1008	10080
16.040339946746826	10	-0.45909432	0.1029918	-0.17845352	-0.67705	21.0	0.0	-0.021861637	-0.021861637	-0.01999050332623543	-0.01999050332623543	1008	11088
17.029834032058716	11	-0.03784746	2.8533332	19.511175	-0.71530545	21.0	0.0	-0.0018022609	-0.0018022609	-3.699792815273614e-05	-3.699792815273614e-05	1008	12096
18.062041759490967	12	0.3293145	5.683524	39.287437	-0.71542794	21.0	0.0	0.015681645	0.015681645	0.01768100955572777	0.01768100955572777	1008	13104
19.290899991989136	13	0.9501894	7.0381	39.371994	-0.7340484	21.0	0.0	0.04524713	0.04524713	0.04711031640193606	0.04711031640193606	1008	14112
20.48285174369812	14	3.432984	10.493127	39.194786	-0.77632207	21.0	0.0	0.1634754	0.1634754	0.1653091275486222	0.1653091275486222	1008	15120
22.233964681625366	15	4.034846	11.665	49.249126	-0.74921936	21.0	0.0	0.19213551	0.19213551	0.19406259741744483	0.19406259741744483	1008	16128
23.903340816497803	16	4.434277	11.8450985	49.333088	-0.72372663	21.0	0.0	0.21115606	0.21115606	0.21299284946966812	0.21299284946966812	1008	17136
25.30071187019348	17	4.8158703	11.298216	39.32751	-0.80561364	21.0	0.0	0.22932716	0.22932716	0.23108982699014374	0.23108982699014374	1008	18144
26.582210779190063	18	12.268806	18.825977	59.246426	-0.8160598	21.0	0.0	0.5842289	0.5842289	0.5858609743977091	0.5858609743977091	1008	19152
27.956950902938843	19	15.779678	23.377806	79.263435	-0.92513233	21.0	0.0	0.7514132	0.7514132	0.7528865042497354	0.7528865042497354	1008	20160
29.1237850189209	20	14.939522	22.460297	69.137245	-0.82757336	21.0	0.0	0.7114059	0.7114059	0.7128670067093105	0.7128670067093105	1008	21168
30.439829111099243	21	16.757734	19.988914	59.316555	-0.8393313	21.0	0.0	0.79798734	0.79798734	0.7993401480310854	0.7993401480310854	1008	22176
31.70671582221985	22	18.434923	21.593939	68.92316	-1.298192	21.0	0.0	0.87785345	0.87785345	0.8791600050078641	0.8791600050078641	1008	23184
32.91716480255127	23	23.611563	26.256426	89.094406	-0.88733447	21.0	0.0	1.1243601	1.1243601	1.1255708372797162	1.1255708372797162	1008	24192
34.01181387901306	24	35.62292	26.240124	89.01089	-0.91309	21.0	0.0	1.6963297	1.6963297	1.6974389568621364	1.6974389568621364	1008	25200
35.449649810791016	25	31.90415	25.9967	78.96218	-1.0664115	21.0	0.0	1.5192453	1.5192453	1.520310122694738	1.520310122694738	1008	26208
36.811529874801636	26	42.670483	25.73187	98.91085	-0.6984517	21.0	0.0	2.0319276	2.0319276	2.032934567876249	2.032934567876249	1008	27216
38.179428815841675	27	47.02939	24.518776	98.771996	-0.599361	21.0	0.0	2.239495	2.239495	2.2404591899960407	2.2404591899960407	1008	28224
39.41958570480347	28	56.130634	23.593182	98.99653	-0.6918406	21.0	0.0	2.6728873	2.6728873	2.673778808057545	2.673778808057545	1008	29232
40.6065399646759	29	54.641613	29.676292	108.74374	-0.81437236	21.0	0.0	2.6019814	2.6019814	2.6029132699355157	2.6029132699355157	1008	30240
