Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
11.012748003005981	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019497633	-0.019497633	-0.6867725	0.38412502	0.071958505	0.07997345	-0.6939684	1008	1008
18.159050941467285	1	-0.40492788	0.08260606	-0.29350922	-0.6580208	21.0	0.0	-0.01928228	-0.01928228	-0.01913229	-0.01913229	-0.78057814	0.3992852	0.059637256	0.05693514	-0.7865419	1008	2016
22.051601886749268	2	-0.42016435	0.07045956	-0.29816923	-0.54310817	21.0	0.0	-0.020007826	-0.020007826	-0.01986258	-0.01986258	-0.75832784	0.39355725	0.10364303	0.09446877	-0.76869214	1008	3024
26.259061098098755	3	-0.43935618	0.089065395	-0.297346	-0.65259963	21.0	0.0	-0.020921722	-0.020921722	-0.020687327	-0.020687327	-0.75458443	0.37040916	0.06236879	0.07019704	-0.76082134	1008	4032
29.729957103729248	4	-0.41388556	0.08490112	-0.2630786	-0.6346123	21.0	0.0	-0.019708835	-0.019708835	-0.019571459	-0.019571459	-0.77309823	0.42158532	0.08868815	0.072521426	-0.78196704	1008	5040
33.75205397605896	5	-0.41256896	0.09404403	-0.26135096	-0.6096385	21.0	0.0	-0.01964614	-0.01964614	-0.019392136	-0.019392136	-0.76217437	0.3744836	0.096705884	0.08554298	-0.7718449	1008	6048
37.902421951293945	6	-0.4039991	0.07944912	-0.23019484	-0.5797069	21.0	0.0	-0.019238051	-0.019238051	-0.018887823	-0.018887823	-0.76614505	0.40262476	0.12653637	0.121165775	-0.77879864	1008	7056
41.95368695259094	7	-0.41082478	0.103271976	-0.1588431	-0.7403593	21.0	0.0	-0.019563084	-0.019563084	-0.019210754	-0.019210754	-0.73335856	0.40266362	0.11409737	0.09352639	-0.7447683	1008	8064
45.763055086135864	8	-0.42141905	0.10763283	-0.21704052	-0.70063156	21.0	0.0	-0.020067573	-0.020067573	-0.019899122	-0.019899122	-0.75220114	0.3885929	0.15064582	0.11188056	-0.7672657	1008	9072
49.6226282119751	9	-0.4499514	0.09635486	-0.25532886	-0.6904943	21.0	0.0	-0.021426259	-0.021426259	-0.021172829	-0.021172829	-0.76643467	0.40759203	0.18207785	0.16255604	-0.78464246	1008	10080
53.71074104309082	10	-0.25082478	1.4035366	9.347398	-0.67803967	21.0	0.0	-0.011944035	-0.011944035	-0.0116306	-0.0116306	-0.7681645	0.3988564	0.192249	0.14997269	-0.7873894	1008	11088
56.646718978881836	11	-0.45411563	0.10106275	-0.27998054	-0.7073493	21.0	0.0	-0.021624554	-0.021624554	-0.021222044	-0.021222044	-0.7950651	0.39005086	0.18892181	0.15452848	-0.8139572	1008	12096
59.47441625595093	12	0.3305752	5.6849394	39.2983	-0.72292197	21.0	0.0	0.015741676	0.015741676	0.01613729	0.01613729	-0.7790082	0.39047098	0.27258447	0.18838225	-0.80626667	1008	13104
62.19016909599304	13	0.5352623	4.162561	19.380741	-0.68117845	21.0	0.0	0.025488682	0.025488682	0.025823079	0.025823079	-0.7853761	0.4331726	0.21037264	0.20921084	-0.8064133	1008	14112
64.87398600578308	14	1.7697563	7.9092712	39.19783	-0.77533984	21.0	0.0	0.084274106	0.084274106	0.08458401	0.08458401	-0.77887994	0.40190133	0.2752425	0.22330023	-0.8064042	1008	15120
67.3876600265503	15	2.163968	8.550156	39.34599	-0.7492054	21.0	0.0	0.1030461	0.1030461	0.10345065	0.10345065	-0.7722466	0.42259446	0.27481997	0.2110147	-0.7997286	1008	16128
69.92628908157349	16	3.4026053	11.975809	69.15523	-0.7015958	21.0	0.0	0.16202885	0.16202885	0.16236545	0.16236545	-0.8104005	0.39990947	0.27659526	0.2331977	-0.83806	1008	17136
72.35874009132385	17	5.0367355	11.82198	39.33792	-0.7961388	21.0	0.0	0.23984455	0.23984455	0.24020319	0.24020319	-0.7514762	0.4517822	0.3285951	0.24676175	-0.78433573	1008	18144
74.89419388771057	18	10.823841	18.046696	59.261578	-0.8060584	21.0	0.0	0.51542103	0.51542103	0.51565	0.51565	-0.66423494	0.34374633	0.38127702	0.2729844	-0.70236266	1008	19152
78.81607294082642	19	13.919559	21.293324	79.28299	-0.9077236	21.0	0.0	0.66283613	0.66283613	0.6632355	0.6632355	-0.82073265	0.42423612	0.38084197	0.2678071	-0.85881686	1008	20160
81.42857003211975	20	13.495641	21.023804	69.15894	-0.81039184	21.0	0.0	0.6426496	0.6426496	0.64304364	0.64304364	-0.785741	0.3889637	0.35978064	0.26101655	-0.82171905	1008	21168
84.25118589401245	21	13.439484	18.857592	59.13913	-0.88016546	21.0	0.0	0.6399755	0.6399755	0.64031166	0.64031166	-0.8058058	0.39006203	0.4826952	0.27398908	-0.8540754	1008	22176
86.90981984138489	22	15.949795	21.160442	68.94771	-1.2845443	21.0	0.0	0.7595141	0.7595141	0.7600077	0.7600077	-0.7323657	0.3607001	0.34674865	0.2678444	-0.7670406	1008	23184
89.6341540813446	23	21.3349	25.22568	89.11547	-0.87561446	21.0	0.0	1.0159476	1.0159476	1.0162398	1.0162398	-0.73753005	0.36971596	0.43214473	0.29207188	-0.78074455	1008	24192
92.46433115005493	24	31.47302	25.013561	79.19563	-0.90361935	21.0	0.0	1.4987152	1.4987152	1.4990859	1.4990859	-0.81724083	0.43522954	0.33667117	0.2923672	-0.8509079	1008	25200
