Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
5.245061159133911	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.021065969831431615	-0.021065969831431615	1008	1008
7.416797876358032	1	-0.40773287	0.08699573	-0.22794248	-0.6927353	21.0	0.0	-0.019415852	-0.019415852	-0.020138382688848926	-0.020138382688848926	1008	2016
9.029776096343994	2	-0.4276216	0.09756883	-0.18849586	-0.6935311	21.0	0.0	-0.020362932	-0.020362932	-0.021115447551692954	-0.021115447551692954	1008	3024
10.717025995254517	3	-0.42805675	0.08216075	-0.24269877	-0.63385135	21.0	0.0	-0.020383652	-0.020383652	-0.02116847701749538	-0.02116847701749538	1008	4032
12.618829011917114	4	-0.42594302	0.0852264	-0.26460558	-0.6257536	21.0	0.0	-0.020283	-0.020283	-0.021086786045290642	-0.021086786045290642	1008	5040
14.744338035583496	5	-0.39915624	0.06637695	-0.28889605	-0.56664157	21.0	0.0	-0.01900744	-0.01900744	-0.019813246380595194	-0.019813246380595194	1008	6048
17.207045078277588	6	-0.41815707	0.1019911	-0.17723157	-0.6612781	21.0	0.0	-0.01991224	-0.01991224	-0.02074160532610579	-0.02074160532610579	1008	7056
19.673014879226685	7	-0.40797126	0.09582157	-0.19216524	-0.6446092	21.0	0.0	-0.019427205	-0.019427205	-0.020252912070309007	-0.020252912070309007	1008	8064
22.233859062194824	8	-0.4305294	0.11667703	-0.25391474	-0.764981	21.0	0.0	-0.020501401	-0.020501401	-0.02132930577925943	-0.02132930577925943	1008	9072
24.81538701057434	9	-0.449079	0.10236667	-0.21237326	-0.73099625	21.0	0.0	-0.021384714	-0.021384714	-0.02220644325248598	-0.02220644325248598	1008	10080
27.260555028915405	10	-0.42864624	0.10257513	-0.27457973	-0.75196475	21.0	0.0	-0.020411728	-0.020411728	-0.021239474310457192	-0.021239474310457192	1008	11088
