Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.7040441036224365	0	18.649122	9.557749	64.0	9.0	18.649122807017545	9.557749180951081	1063	1063
7.324745178222656	1	29.911764	13.285037	61.0	9.0	29.91176470588235	13.285037242434512	1017	2080
8.429501295089722	2	29.705883	15.472041	71.0	10.0	29.705882352941178	15.472041980455673	1010	3090
9.710844278335571	3	29.432432	18.581509	94.0	10.0	29.43243243243243	18.581508594590485	1089	4179
10.931366205215454	4	21.468084	8.841033	47.0	11.0	21.46808510638298	8.841033596621307	1009	5188
12.26196813583374	5	26.390244	16.270395	84.0	9.0	26.390243902439025	16.27039515430086	1082	6270
13.475921154022217	6	22.555555	11.685804	60.0	9.0	22.555555555555557	11.68580440925476	1015	7285
14.830782890319824	7	37.22222	20.342136	95.0	13.0	37.22222222222222	20.34213531406677	1005	8290
15.865894079208374	8	34.032257	16.881912	76.0	9.0	34.03225806451613	16.881912196705493	1055	9345
16.766078233718872	9	35.5	15.039392	71.0	11.0	35.5	15.03939271823611	1065	10410
17.88030505180359	10	46.95652	23.343332	109.0	15.0	46.95652173913044	23.34333209117954	1080	11490
19.014580011367798	11	56.88889	22.898058	118.0	24.0	56.888888888888886	22.89805641652411	1024	12514
20.36233115196228	12	53.526318	17.272943	98.0	33.0	53.526315789473685	17.272943311350243	1017	13531
21.65379810333252	13	61.82353	34.260654	180.0	21.0	61.8235294117647	34.26065363566861	1051	14582
22.879334211349487	14	57.61111	17.320955	102.0	31.0	57.611111111111114	17.32095355627875	1037	15619
24.201239109039307	15	56.0	25.579939	119.0	20.0	56.0	25.579940057266228	1008	16627
25.35156011581421	16	47.913044	20.017195	107.0	23.0	47.91304347826087	20.017194876836268	1102	17729
26.38002300262451	17	42.125	17.354904	102.0	17.0	42.125	17.35490444610207	1011	18740
27.325387001037598	18	33.533333	11.149689	66.0	18.0	33.53333333333333	11.149688585586395	1006	19746
28.30295705795288	19	35.206898	17.09079	99.0	18.0	35.206896551724135	17.090790644419215	1021	20767
29.539412260055542	20	29.882353	23.363829	152.0	16.0	29.88235294117647	23.363829140590944	1016	21783
30.46148920059204	21	22.51111	8.153043	67.0	12.0	22.511111111111113	8.153042301216896	1013	22796
31.46203899383545	22	20.04	6.215979	43.0	12.0	20.04	6.2159794079453	1002	23798
32.45000505447388	23	17.48276	5.8670363	35.0	9.0	17.482758620689655	5.8670364348572885	1014	24812
35.32792329788208	24	14.5	3.471311	23.0	8.0	14.5	3.4713109915419564	1015	25827
36.260607957839966	25	13.426666	3.6666908	31.0	9.0	13.426666666666666	3.6666909090107693	1007	26834
37.29916310310364	26	12.216867	2.643693	22.0	8.0	12.216867469879517	2.6436930757599884	1014	27848
38.172399044036865	27	11.5	3.1005864	28.0	8.0	11.5	3.1005864547914745	1012	28860
39.089895248413086	28	11.258427	2.2362092	21.0	8.0	11.258426966292134	2.236209121131144	1002	29862
40.04135322570801	29	10.83871	1.767632	16.0	8.0	10.838709677419354	1.7676320505836145	1008	30870
41.08214497566223	30	11.322222	2.2451317	20.0	8.0	11.322222222222223	2.2451319079177994	1019	31889
42.110663175582886	31	10.589474	1.8945614	21.0	8.0	10.589473684210526	1.8945613953858624	1006	32895
43.17328929901123	32	10.171718	1.657797	16.0	8.0	10.171717171717171	1.657797029408375	1007	33902
44.12861895561218	33	10.4375	1.7066811	18.0	8.0	10.4375	1.7066811115925162	1002	34904
45.07974410057068	34	9.892157	1.3926057	14.0	8.0	9.892156862745098	1.3926055614939512	1009	35913
46.028274059295654	35	9.862745	1.2988625	14.0	8.0	9.862745098039216	1.2988623656218976	1006	36919
46.97924017906189	36	9.509434	1.4158487	20.0	8.0	9.50943396226415	1.4158488554531778	1008	37927
47.985971212387085	37	9.580953	1.1934818	15.0	8.0	9.58095238095238	1.1934819198339461	1006	38933
48.936877965927124	38	9.590476	1.0752208	14.0	8.0	9.59047619047619	1.0752208020879388	1007	39940
49.886513233184814	39	9.373832	0.8262443	12.0	8.0	9.373831775700934	0.8262443403850596	1003	40943
50.8746600151062	40	9.45283	0.9125133	12.0	8.0	9.452830188679245	0.91251338032783	1002	41945
51.858352184295654	41	9.383178	0.83883387	12.0	8.0	9.383177570093459	0.8388338569090421	1004	42949
52.843175172805786	42	9.552381	0.83928484	12.0	8.0	9.552380952380952	0.8392848699759347	1003	43952
53.93826198577881	43	9.342592	0.9043315	13.0	8.0	9.342592592592593	0.9043315214487833	1009	44961
54.83543395996094	44	9.45283	0.75400907	12.0	8.0	9.452830188679245	0.7540091019882297	1002	45963
55.765807151794434	45	9.471698	0.860096	13.0	8.0	9.471698113207546	0.8600959486823759	1004	46967
56.67986822128296	46	9.35514	0.8673985	13.0	8.0	9.355140186915888	0.8673984785175407	1001	47968
57.622036933898926	47	9.411215	0.7848242	12.0	8.0	9.411214953271028	0.7848241785127856	1007	48975
58.537161111831665	48	9.411215	0.7356512	11.0	8.0	9.411214953271028	0.735651164641287	1007	49982
60.031620025634766	49	9.383178	0.66480076	11.0	8.0	9.383177570093459	0.6648007193935979	1004	50986
61.03827619552612	50	9.420561	0.69762456	11.0	8.0	9.42056074766355	0.6976245834213654	1008	51994
62.304280042648315	51	9.211009	0.77900654	11.0	8.0	9.211009174311927	0.7790065950588544	1004	52998
63.556979179382324	52	9.364486	0.778118	11.0	8.0	9.36448598130841	0.7781180671588279	1002	54000
64.77145218849182	53	9.333333	0.69388866	11.0	8.0	9.333333333333334	0.693888666488711	1008	55008
