Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
12.269308805465698	0	14.081461	10.092082	76.0	3.0	14.081460674157304	10.092081337940135	5013	5013
19.378165006637573	1	30.621952	17.929836	112.0	7.0	30.621951219512194	17.929836316572548	5022	10035
25.866803884506226	2	55.0	27.357536	138.0	10.0	55.0	27.357536120942903	5060	15095
32.450976848602295	3	43.53448	20.685007	102.0	8.0	43.53448275862069	20.685006661698957	5050	20145
38.857348918914795	4	44.283184	22.189238	126.0	6.0	44.283185840707965	22.189238014310646	5004	25149
45.57852792739868	5	45.48649	20.996296	139.0	10.0	45.486486486486484	20.996295196523292	5049	30198
53.23564791679382	6	55.758244	31.659016	167.0	7.0	55.75824175824176	31.65901453463437	5074	35272
60.82748103141785	7	78.546875	46.119385	297.0	31.0	78.546875	46.119386408910245	5027	40299
68.33826088905334	8	109.23404	54.14017	264.0	31.0	109.23404255319149	54.140169837568315	5134	45433
75.47823596000671	9	111.76087	45.505943	251.0	27.0	111.76086956521739	45.505940740985864	5141	50574
83.31717705726624	10	126.175	47.98223	248.0	59.0	126.175	47.982229783535495	5047	55621
91.99088191986084	11	139.77777	53.797516	299.0	76.0	139.77777777777777	53.79751703848582	5032	60653
98.75171399116516	12	144.74286	63.23622	332.0	48.0	144.74285714285713	63.23622056888548	5066	65719
105.36566805839539	13	152.84848	77.04155	419.0	77.0	152.84848484848484	77.04155557608571	5044	70763
113.97171807289124	14	202.8	86.60346	426.0	53.0	202.8	86.6034641339479	5070	75833
124.75010800361633	15	266.7	215.28355	1000.0	52.0	266.7	215.2835571984075	5334	81167
137.78507089614868	16	311.2353	150.89948	639.0	68.0	311.2352941176471	150.899471566441	5291	86458
147.43493390083313	17	427.14285	334.40756	1000.0	34.0	427.14285714285717	334.40754800582073	5980	92438
155.84233593940735	18	389.26666	315.77936	1000.0	75.0	389.26666666666665	315.7793463093423	5839	98277
162.60197806358337	19	641.125	329.7186	1000.0	57.0	641.125	329.7186063524471	5129	103406
169.46836400032043	20	649.0	346.28818	1000.0	89.0	649.0	346.2881747908814	5192	108598
176.75774097442627	21	950.1667	111.430725	1000.0	701.0	950.1666666666666	111.43072087873952	5701	114299
183.6864309310913	22	921.3333	95.24471	1000.0	786.0	921.3333333333334	95.24471405571838	5528	119827
191.76122307777405	23	825.4286	306.20343	1000.0	141.0	825.4285714285714	306.203413782807	5778	125605
200.15984201431274	24	657.2222	346.14218	1000.0	136.0	657.2222222222222	346.1421601910527	5915	131520
207.65510487556458	25	963.8333	80.871124	1000.0	783.0	963.8333333333334	80.8711251862424	5783	137303
214.81496286392212	26	794.5714	342.28717	1000.0	79.0	794.5714285714286	342.28720486200604	5562	142865
222.48176980018616	27	970.5	65.964005	1000.0	823.0	970.5	65.9640053362438	5823	148688
230.17840886116028	28	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	154688
237.3885087966919	29	817.8571	247.0283	1000.0	352.0	817.8571428571429	247.02829714799222	5725	160413
244.91837000846863	30	567.2	340.51956	1000.0	67.0	567.2	340.5195442261722	5672	166085
251.6177179813385	31	722.5714	347.4741	1000.0	70.0	722.5714285714286	347.47409241259874	5058	171143
260.4972219467163	32	538.5455	433.17313	1000.0	51.0	538.5454545454545	433.17314691311554	5924	177067
270.19096398353577	33	694.375	375.8959	1000.0	191.0	694.375	375.8959089628404	5555	182622
277.9675350189209	34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	188622
286.88379406929016	35	941.8333	130.06462	1000.0	651.0	941.8333333333334	130.06462069123776	5651	194273
295.2880868911743	36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	200273
307.63620495796204	37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	206273
316.74005794525146	38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	212273
329.40281796455383	39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	218273
337.2463119029999	40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	224273
346.26690101623535	41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	230273
355.1511809825897	42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	236273
363.7704780101776	43	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	242273
372.2349088191986	44	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	248273
379.63815903663635	45	916.3333	187.08434	1000.0	498.0	916.3333333333334	187.08435411748238	5498	253771
386.7413947582245	46	470.5	346.0348	1000.0	22.0	470.5	346.03480075468326	5646	259417
394.30101704597473	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	265417
401.98809790611267	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	271417
409.7235140800476	49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	277417
