Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
39.92877531051636	0	-133.36855	38.753365	-35.630806	-287.47968	151.0	0.0	30049	30049
76.43118119239807	1	-99.244446	36.007973	-4.4178066	-192.05667	151.0	0.0	30049	60098
116.27392220497131	2	-104.72083	43.0394	-21.182516	-244.62915	151.0	0.0	30049	90147
158.287495136261	3	-88.34611	36.86225	-5.0902853	-225.77477	151.0	0.0	30049	120196
199.10319709777832	4	-81.99031	32.420197	-11.506287	-229.61935	151.0	0.0	30049	150245
241.98478603363037	5	-69.54637	32.563484	28.424475	-170.63823	151.0	0.0	30049	180294
276.86721324920654	6	-63.410236	31.330795	17.64789	-153.73666	151.0	0.0	30049	210343
312.64527320861816	7	-64.01519	31.78983	6.6391425	-178.50378	151.0	0.0	30049	240392
350.9615020751953	8	-58.221905	26.685368	10.148342	-125.39368	151.0	0.0	30049	270441
393.00227308273315	9	-56.14717	28.803253	3.6693537	-172.29529	151.0	0.0	30049	300490
446.37452602386475	10	-53.82884	26.879839	14.743559	-151.41745	151.0	0.0	30049	330539
490.6933629512787	11	-46.96529	27.355185	49.153458	-139.56548	151.0	0.0	30049	360588
538.0132400989532	12	-40.78696	24.654549	33.106945	-121.06156	151.0	0.0	30049	390637
582.4159832000732	13	-38.52469	22.737446	15.604427	-104.09473	151.0	0.0	30049	420686
634.3018860816956	14	-33.015903	21.349337	20.130274	-106.988846	151.0	0.0	30049	450735
683.0309691429138	15	-31.982956	22.817387	35.704453	-120.009674	151.0	0.0	30049	480784
733.8204040527344	16	-31.968475	22.88949	11.94852	-111.39142	151.0	0.0	30049	510833
780.8835220336914	17	-28.060621	22.941364	47.92549	-129.47313	151.0	0.0	30049	540882
830.3383231163025	18	-24.834455	22.69926	31.943623	-120.55983	151.0	0.0	30049	570931
877.9885010719299	19	-26.326712	22.963943	39.654957	-111.95683	151.0	0.0	30049	600980
931.7908520698547	20	-23.322332	19.21891	41.63136	-79.48431	151.0	0.0	30049	631029
