Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
5.231720209121704	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.021463131056631165	-0.021463131056631165	1008	1008
7.328181266784668	1	-0.4099716	0.08901304	-0.21931992	-0.6099803	21.0	0.0	-0.019522455	-0.019522455	-0.02022921765369467	-0.02022921765369467	1008	2016
9.172807216644287	2	-0.42654252	0.08137705	-0.22419675	-0.60700214	21.0	0.0	-0.02031155	-0.02031155	-0.02105807463538972	-0.02105807463538972	1008	3024
11.084563255310059	3	-0.4242561	0.090786226	-0.28351554	-0.6427957	21.0	0.0	-0.02020267	-0.02020267	-0.020973950653997216	-0.020973950653997216	1008	4032
12.888160943984985	4	-0.42891955	0.0774686	-0.25659543	-0.62183726	21.0	0.0	-0.02042474	-0.02042474	-0.021215446721963026	-0.021215446721963026	1008	5040
14.873038053512573	5	-0.42060676	0.081844054	-0.17363167	-0.57618606	21.0	0.0	-0.020028895	-0.020028895	-0.02083206513338748	-0.02083206513338748	1008	6048
17.345842123031616	6	-0.4484521	0.09820166	-0.24448626	-0.6890075	21.0	0.0	-0.02135486	-0.02135486	-0.022168055584722304	-0.022168055584722304	1008	7056
20.049695253372192	7	-0.42396584	0.08910133	-0.23522003	-0.6288556	21.0	0.0	-0.02018885	-0.02018885	-0.02100752888060192	-0.02100752888060192	1008	8064
22.526740312576294	8	-0.44141936	0.09141332	-0.25707936	-0.5992361	21.0	0.0	-0.02101997	-0.02101997	-0.021849409088803316	-0.021849409088803316	1008	9072
24.856434106826782	9	-0.4291971	0.10188136	-0.28003344	-0.6984912	21.0	0.0	-0.020437958	-0.020437958	-0.021278585856786405	-0.021278585856786405	1008	10080
