Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
4.889402151107788	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020814737	-0.020814737	1008	1008
6.500514030456543	1	-0.40997157	0.08901304	-0.21931992	-0.6099803	21.0	0.0	-0.019522455	-0.019522455	-0.019522455	-0.019522455	1008	2016
7.375876188278198	2	-0.42651486	0.081373416	-0.2241905	-0.6069499	21.0	0.0	-0.020310232	-0.020310232	-0.020310232	-0.020310232	1008	3024
8.44535517692566	3	-0.42420483	0.09076819	-0.2835079	-0.64262	21.0	0.0	-0.020200232	-0.020200232	-0.020200232	-0.020200232	1008	4032
9.290987014770508	4	-0.4288143	0.077443935	-0.2565924	-0.6217377	21.0	0.0	-0.020419728	-0.020419728	-0.020419728	-0.020419728	1008	5040
10.212100267410278	5	-0.4204476	0.08180273	-0.17351475	-0.5760311	21.0	0.0	-0.020021314	-0.020021314	-0.020021314	-0.020021314	1008	6048
11.219523191452026	6	-0.44824505	0.0981393	-0.24432017	-0.6886298	21.0	0.0	-0.021345003	-0.021345003	-0.021345003	-0.021345003	1008	7056
12.02588415145874	7	-0.4236898	0.08900868	-0.2350723	-0.62831485	21.0	0.0	-0.020175705	-0.020175705	-0.020175705	-0.020175705	1008	8064
12.927467107772827	8	-0.4410474	0.0913278	-0.25691885	-0.5988582	21.0	0.0	-0.021002255	-0.021002255	-0.021002255	-0.021002255	1008	9072
13.8406400680542	9	-0.42875886	0.10177254	-0.27970514	-0.69789636	21.0	0.0	-0.020417089	-0.020417089	-0.020417089	-0.020417089	1008	10080
14.870814323425293	10	-0.49871936	0.106965974	-0.29727787	-0.7497389	21.0	0.0	-0.023748541	-0.023748541	-0.023748541	-0.023748541	1008	11088
15.90505599975586	11	-0.4710828	0.1251939	-0.16445294	-0.84881806	21.0	0.0	-0.022432515	-0.022432515	-0.022432515	-0.022432515	1008	12096
17.26784920692444	12	-0.46323034	0.11032422	-0.23827003	-0.7454153	21.0	0.0	-0.02205859	-0.02205859	-0.02205859	-0.02205859	1008	13104
18.61889410018921	13	-0.5274161	0.11106672	-0.28046072	-0.8719806	21.0	0.0	-0.025115054	-0.025115054	-0.025115054	-0.025115054	1008	14112
20.178313970565796	14	-0.5310102	0.11954946	-0.2749453	-0.9498494	21.0	0.0	-0.025286201	-0.025286201	-0.025286201	-0.025286201	1008	15120
21.622982263565063	15	-0.5526559	0.1539436	-0.2958707	-0.9641957	21.0	0.0	-0.026316946	-0.026316946	-0.026316946	-0.026316946	1008	16128
23.119201183319092	16	-0.5606407	0.122923724	-0.26063687	-0.97736204	21.0	0.0	-0.026697176	-0.026697176	-0.026697176	-0.026697176	1008	17136
24.902276039123535	17	-0.5442355	0.13964324	-0.26604912	-0.8874309	21.0	0.0	-0.025915978	-0.025915978	-0.025915978	-0.025915978	1008	18144
26.842334985733032	18	-0.6260788	0.13773555	-0.35580188	-1.1253386	21.0	0.0	-0.029813275	-0.029813275	-0.029813275	-0.029813275	1008	19152
28.18742299079895	19	-0.59671944	0.11882118	-0.39192688	-0.92397416	21.0	0.0	-0.028415212	-0.028415212	-0.028415212	-0.028415212	1008	20160
29.280402183532715	20	-0.5970628	0.12312107	-0.31376517	-0.8274325	21.0	0.0	-0.028431563	-0.028431563	-0.028431563	-0.028431563	1008	21168
30.330291986465454	21	-0.6439284	0.12687299	-0.43096206	-0.97194743	21.0	0.0	-0.03066326	-0.03066326	-0.03066326	-0.03066326	1008	22176
31.605281114578247	22	-0.586626	0.1329789	-0.3720553	-0.9624703	21.0	0.0	-0.027934574	-0.027934574	-0.027934574	-0.027934574	1008	23184
32.73946809768677	23	-0.5727172	0.11560195	-0.31869784	-0.8037862	21.0	0.0	-0.027272247	-0.027272247	-0.027272247	-0.027272247	1008	24192
33.74733805656433	24	-0.5717407	0.13022561	-0.24738598	-0.93372196	21.0	0.0	-0.027225748	-0.027225748	-0.027225748	-0.027225748	1008	25200
35.69837999343872	25	-0.5906467	0.14432517	-0.3394671	-0.9070328	21.0	0.0	-0.028126033	-0.028126033	-0.028126033	-0.028126033	1008	26208
37.25453019142151	26	-0.54625094	0.12170953	-0.28961423	-0.9357075	21.0	0.0	-0.02601195	-0.02601195	-0.02601195	-0.02601195	1008	27216
39.04427218437195	27	-0.5541082	0.12247234	-0.30098704	-0.7947911	21.0	0.0	-0.026386106	-0.026386106	-0.026386106	-0.026386106	1008	28224
40.51926612854004	28	-0.5478533	0.10715373	-0.27933803	-0.7883688	21.0	0.0	-0.026088253	-0.026088253	-0.026088253	-0.026088253	1008	29232
41.43175220489502	29	-0.52734303	0.099375136	-0.28998023	-0.7472885	21.0	0.0	-0.025111573	-0.025111573	-0.025111573	-0.025111573	1008	30240
42.30438232421875	30	-0.5083637	0.10444501	-0.3246002	-0.73915476	21.0	0.0	-0.024207797	-0.024207797	-0.024207797	-0.024207797	1008	31248
43.35267519950867	31	-0.48722696	0.087742604	-0.26910168	-0.660459	21.0	0.0	-0.023201283	-0.023201283	-0.023201283	-0.023201283	1008	32256
44.319621086120605	32	-0.46370384	0.10204826	-0.280355	-0.7641062	21.0	0.0	-0.022081133	-0.022081133	-0.022081133	-0.022081133	1008	33264
45.50425910949707	33	-0.45609972	0.09959084	-0.30153087	-0.66695833	21.0	0.0	-0.021719033	-0.021719033	-0.021719033	-0.021719033	1008	34272
46.53683519363403	34	-0.478482	0.08890183	-0.28198275	-0.71279705	21.0	0.0	-0.022784859	-0.022784859	-0.022784859	-0.022784859	1008	35280
47.545125246047974	35	-0.46979418	0.086976744	-0.25318077	-0.6398932	21.0	0.0	-0.022371152	-0.022371152	-0.022371152	-0.022371152	1008	36288
48.53958225250244	36	-0.43224394	0.07277617	-0.3071759	-0.5928486	21.0	0.0	-0.020583045	-0.020583045	-0.020583045	-0.020583045	1008	37296
49.7369270324707	37	-0.44299236	0.08181224	-0.28253168	-0.6444962	21.0	0.0	-0.021094877	-0.021094877	-0.021094877	-0.021094877	1008	38304
50.68814826011658	38	-0.45818976	0.089774854	-0.24173845	-0.72771895	21.0	0.0	-0.021818558	-0.021818558	-0.021818558	-0.021818558	1008	39312
